wmc,dit,noc,cbo,rfc,lcom,ca,ce,npm,lcom3,loc,dam,moa,mfa,cam,ic,cbm,amc,max_cc,avg_cc,defects
17,1,0,4,52,50,0,4,16,0.65625,569,1,0,0,0.196078431,0,0,32.23529412,14,1.8824,0
7,2,0,1,13,0,1,0,7,0,213,1,0,0.684210526,0.342857143,1,2,29.28571429,1,0.8571,0
2,4,0,5,7,1,0,5,2,2,17,0,0,0.979591837,0.75,1,6,7.5,1,0.5,0
1,1,0,0,2,0,0,0,1,2,5,0,0,0,1,0,0,3,0,0,0
1,1,0,3,1,0,3,0,0,2,36,0,0,0,0,0,0,28,0,0,0
1,1,0,4,1,0,2,2,1,2,1,0,0,0,1,0,0,0,1,1,0
4,2,1,5,10,6,1,5,4,2,58,0,0,0.823529412,0.5,1,4,13.5,5,1.75,0
1,3,1,6,2,0,5,1,1,2,4,0,0,1,1,0,0,3,0,0,0
2,1,0,2,2,1,1,1,2,2,2,0,0,0,0.666666667,0,0,0,1,1,0
25,3,0,23,103,210,12,13,20,0.916666667,979,0.357142857,0,0.465116279,0.199074074,1,2,37.6,17,1.76,3
20,3,0,8,56,188,2,6,15,1.019736842,859,1,0,0.709677419,0.292857143,2,8,41.55,12,2.3,1
3,1,0,4,11,0,4,0,3,0,38,0,0,0,0.833333333,0,0,11.33333333,1,0.6667,0
2,1,0,53,2,1,53,1,2,2,2,0,0,0,0.75,0,0,0,1,1,0
67,4,1,25,179,1873,3,23,57,0.911111111,2275,0.933333333,11,0.591194969,0.131313131,2,19,32.50746269,13,2.3284,1
3,3,0,7,7,3,2,5,3,2,25,0,0,0.953488372,0.555555556,1,1,7.333333333,1,0.6667,0
19,3,0,64,101,119,2,64,13,0.85,1465,0.8,4,0.756756757,0.23923445,1,3,75.57894737,9,3.0526,0
71,1,2,24,151,1037,8,16,48,0.878405316,2724,0.604651163,6,0,0.133333333,0,0,36.76056338,12,1.507,2
4,2,0,18,7,0,1,17,4,0.166666667,93,1,0,0.8,0.4,0,0,21.75,12,4,0
4,4,0,5,6,4,1,4,4,0.666666667,26,1,0,0.964285714,0.45,0,0,5.25,1,0.75,0
1,3,0,12,2,0,12,0,1,2,5,0,0,1,1,0,0,4,0,0,0
5,2,10,27,17,10,16,11,4,2,56,0,0,0.931034483,0.44,1,4,10.2,1,0.8,0
6,3,0,35,56,0,2,33,5,0.45,416,1,2,0.918032787,0.305555556,2,8,67.66666667,28,6,0
7,2,0,1,13,0,1,0,7,0,65,1,0,0.684210526,0.342857143,1,2,8.142857143,1,0.8571,0
4,5,0,17,75,6,1,17,3,2,468,0,0,0.986111111,0.5,4,6,116,3,1.25,1
19,1,0,6,42,57,2,4,19,0.666666667,154,0,1,0,0.278195489,0,0,7,1,0.9474,0
17,2,4,8,36,30,5,3,6,0.912946429,505,1,0,0.704545455,0.25,0,0,27.05882353,3,1.2353,1
32,1,6,106,57,466,98,11,31,0.806451613,276,1,1,0,0.163461538,0,0,7.59375,3,1.2813,0
4,6,0,10,16,6,0,10,3,2,113,0,0,0.955223881,0.5,2,8,27.25,1,0.75,0
7,4,0,25,49,21,4,22,5,2,452,0,0,0.923076923,0.339285714,2,7,63.57142857,14,5.1429,0
2,4,0,3,3,1,1,2,2,2,13,0,0,0.987804878,0.6,0,0,5.5,1,0.5,0
34,1,0,15,34,561,3,13,34,2,34,0,0,0,0.119485294,0,0,0,1,1,0
5,1,0,8,17,0,6,2,4,0.4375,115,1,2,0,0.45,0,0,21.2,4,1.6,2
11,2,0,5,26,0,4,2,11,0.55,127,0.5,1,0.583333333,0.409090909,1,3,10.36363636,3,1.3636,0
3,2,2,3,7,0,2,1,2,0.5,32,1,0,0.75,0.666666667,0,0,9,1,0.6667,0
3,1,0,6,23,3,2,4,3,2,141,0,0,0,0.333333333,0,0,46,1,0.6667,1
6,7,2,13,16,0,4,10,4,0.2,94,1,0,0.97080292,0.4,4,10,14.5,3,1.1667,0
8,5,0,5,10,28,2,3,8,2,31,0,0,0.951048951,0.416666667,3,19,2.875,2,1,0
3,3,0,1,4,3,0,1,3,2,10,0,0,0.98989899,1,2,4,2.333333333,1,0.6667,0
1,1,0,26,1,0,24,2,1,2,1,0,0,0,1,0,0,0,1,1,0
4,8,0,10,15,2,2,8,3,0.333333333,97,1,1,0.978571429,0.4375,2,2,22.75,4,1.5,0
3,3,0,6,7,3,1,5,3,2,19,0,0,0.952380952,0.555555556,1,1,5.333333333,1,0.6667,0
9,1,0,11,19,0,7,4,9,0.5,101,1,1,0,0.555555556,0,0,10,2,1,0
2,4,0,5,7,1,0,5,2,2,15,0,0,0.979591837,0.75,1,6,6.5,1,0.5,0
3,1,0,6,6,3,0,6,3,2,41,0,0,0,0.444444444,0,0,12.66666667,6,2.3333,0
22,1,0,27,42,0,20,9,21,0.682539683,476,0.333333333,2,0,0.365079365,0,0,20.36363636,3,1,0
12,7,0,16,35,6,3,14,8,0.409090909,230,1,1,0.93006993,0.291666667,4,13,18,5,1.6667,2
29,1,0,10,73,114,2,8,29,0.846428571,394,1,4,0,0.237068966,0,0,12.24137931,1,0.9655,0
1,1,0,0,1,0,0,0,1,2,1,0,0,0,1,0,0,0,1,1,0
3,5,0,7,10,3,1,6,2,2,40,0,0,0.990697674,0.583333333,2,4,12.33333333,1,0.6667,0
4,2,1,1,9,2,1,0,3,0.666666667,91,1,0,0.942857143,0.666666667,2,3,21.25,3,1,1
3,4,0,1,4,1,0,1,2,0.5,599,0,0,0.976190476,1,0,0,198.3333333,1,0.3333,0
2,5,0,2,3,1,0,2,2,2,6,0,0,0.995833333,0.75,1,1,2,1,0.5,0
4,4,0,20,20,0,1,20,4,0.333333333,149,1,0,0.979591837,0.45,2,4,36,10,2.75,0
3,4,0,8,9,1,1,7,3,0.5,26,0,1,0.99086758,0.555555556,0,0,7.333333333,1,0.6667,0
9,2,1,21,10,36,20,6,1,2,28,0,0,0.6,0.314814815,0,0,2.111111111,1,0.8889,0
3,4,0,26,33,0,0,26,3,0.166666667,264,1,3,0.979591837,0.444444444,4,15,86,3,1.3333,0
1,1,0,5,1,0,5,0,0,2,136,0,0,0,0,0,0,119,0,0,0
2,4,0,13,13,1,0,13,2,2,43,0,0,0.989690722,0.6,2,4,20.5,2,1,1
3,1,0,7,15,3,4,3,3,1,183,0,3,0,0.388888889,0,0,58.66666667,5,3.3333,0
3,4,0,10,34,3,1,9,1,2,169,0,0,0.990566038,0.666666667,1,1,55.33333333,1,0.6667,0
10,4,0,8,23,25,1,7,10,0.555555556,86,0,1,0.905263158,0.28,3,22,7.5,2,1,2
3,7,0,20,26,0,1,19,2,0,171,0.75,3,0.985185185,0.444444444,3,4,54.66666667,6,3,0
2,4,1,9,14,1,2,7,1,2,50,0,0,0.995260664,0.625,2,2,24,1,0.5,0
3,3,0,7,7,3,2,5,3,2,25,0,0,0.953488372,0.555555556,1,1,7.333333333,1,0.6667,0
4,2,0,6,25,0,1,5,2,0.444444444,152,0,2,0.727272727,0.5625,1,4,36.25,1,0.75,0
4,3,0,13,14,0,0,13,4,0.333333333,44,1,0,0.959459459,0.4,2,7,9.75,1,0.75,0
6,5,0,16,27,15,1,15,4,2,193,0,0,0.97706422,0.533333333,2,4,31.16666667,6,1.6667,2
6,3,0,9,26,15,0,9,6,2,160,0,0,0.975124378,0.444444444,2,5,25.66666667,4,1.3333,0
3,1,0,4,9,1,4,0,2,1.456896552,583,0.896551724,0,0,0.5,0,0,174,3,1,0
2,4,0,8,14,1,0,8,2,2,72,0,0,0.979591837,0.75,2,7,35,1,0.5,0
5,3,0,20,30,0,0,20,4,0.75,144,1,1,0.933333333,0.333333333,2,6,27.4,3,1.2,0
12,1,0,15,62,66,2,13,9,0.909090909,477,0,0,0,0.25,0,0,38.58333333,5,2,1
34,2,0,20,144,337,4,17,19,0.894660895,1704,1,6,0.288888889,0.131487889,0,0,48.5,18,2.7059,0
11,3,0,3,16,55,1,2,11,2,44,0,0,0.830188679,0.348484848,0,0,3,1,0.8182,0
31,3,2,23,77,241,11,14,26,0.733333333,1095,0.4,2,0.641975309,0.180107527,2,9,34.16129032,17,3.0645,0
0,1,0,2,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0
8,4,9,18,21,28,9,9,4,2,110,0,0,0.872727273,0.5,2,5,12.75,2,1.125,0
15,3,0,7,26,53,2,5,15,0.785714286,164,1,5,0.933333333,0.293333333,2,5,9.6,2,1,0
14,3,0,10,41,27,1,9,14,0.666666667,290,1,2,0.937799043,0.25,3,4,19.5,2,1.0714,0
3,4,0,7,19,3,1,6,2,2,54,0,0,0.990566038,0.666666667,2,3,17,1,0.6667,0
4,4,1,9,8,4,7,4,4,0.666666667,30,1,0,0.99086758,0.45,0,0,6.25,1,0.5,0
5,1,0,5,33,0,3,4,5,0.65,328,1,2,0,0.466666667,0,0,63.6,3,1.6,0
9,2,0,4,22,0,0,4,9,0.5,67,0,2,0.714285714,0.407407407,1,1,6.222222222,1,0.8889,0
8,4,0,18,27,0,1,17,8,0.142857143,135,1,2,0.925531915,0.270833333,2,3,15.625,2,1,0
3,3,0,5,14,1,0,5,2,0.5,37,1,1,0.965517241,0.555555556,1,4,11,1,0.6667,0
37,1,0,41,37,666,41,0,37,2,37,0,0,0,0.191891892,1,1,0,1,1,0
1,1,0,3,1,0,3,0,1,2,1,0,0,0,1,0,0,0,1,1,0
4,3,0,11,12,6,1,10,3,2,43,0,0,0.949152542,0.4,1,4,9.75,1,0.75,0
2,5,0,5,11,1,0,5,2,2,65,0,0,0.982142857,0.75,3,8,31.5,1,0.5,0
5,1,0,7,14,0,3,4,4,1.211538462,391,0.051282051,1,0,0.375,0,0,69.4,2,0.8,0
5,3,12,13,16,8,13,0,3,1.223684211,424,0,0,0.926829268,0.416666667,0,0,80,3,1,0
6,3,0,25,39,0,1,24,5,0.4,201,1,2,0.918032787,0.361111111,1,6,32.16666667,3,1.6667,0
3,1,0,11,46,3,0,11,3,2,261,0,0,0,0.466666667,0,0,86,1,0.6667,0
6,4,0,36,48,15,10,30,5,2,282,0,0,0.938271605,0.4,2,12,46,8,3.6667,0
33,4,2,42,74,516,24,19,31,0.96875,600,0,6,0.801470588,0.173611111,3,29,17,2,1.1515,2
3,1,6,8,4,3,7,1,0,2,6,0,0,0,0.555555556,0,0,1,1,0.6667,0
42,3,0,29,135,617,4,28,27,0.860310421,2387,1,9,0.830508475,0.136298422,2,6,55.57142857,26,2.0952,0
1,1,0,0,2,0,0,0,1,2,68,0.015625,0,0,1,0,0,3,0,0,0
6,3,0,29,58,0,2,28,5,0.65,361,1,3,0.918032787,0.305555556,1,5,58.5,13,3.3333,0
5,2,0,2,15,10,1,1,5,2,305,0,0,0.5,0.35,2,5,60,8,2.2,0
8,3,0,14,27,0,0,14,7,0.285714286,117,1,1,0.965517241,0.270833333,2,5,13.5,2,1,0
42,1,0,10,85,0,4,6,42,0.783972125,437,1,2,0,0.235449735,0,0,9.238095238,6,1.1905,0
1,1,0,1,2,0,1,0,1,2,16,0,1,0,1,0,0,12,0,0,0
3,3,0,6,7,3,1,5,3,2,24,0,0,0.952380952,0.555555556,1,1,7,1,0.6667,0
3,4,0,22,22,3,0,22,3,2,131,0,0,0.979591837,0.444444444,3,14,42.66666667,5,2,0
7,1,0,11,45,1,0,11,4,0.75,499,0.5,0,0,0.571428571,0,0,69.71428571,7,1.7143,0
14,3,0,33,79,89,1,32,7,1.030769231,805,0.3,0,0.821917808,0.207142857,2,5,55.78571429,11,3.5714,0
1,1,0,1,1,0,1,0,1,2,1,0,0,0,1,0,0,0,1,1,0
7,1,0,18,47,9,1,17,7,0.722222222,593,0,0,0,0.333333333,0,0,82.85714286,10,2.4286,1
19,3,2,32,61,99,15,20,18,0.907407407,335,1,3,0.769230769,0.190789474,1,4,16,7,1.7368,0
1,1,0,6,1,0,6,1,1,2,1,0,0,0,1,0,0,0,1,1,0
18,1,0,0,20,3,0,0,10,0.329411765,833,1,0,0,0.685185185,0,0,45,8,3.1111,0
2,3,0,4,4,1,1,3,2,2,13,0,0,0.976190476,0.75,1,1,5.5,1,0.5,0
6,3,0,27,31,0,2,25,6,0.333333333,213,1,2,0.934210526,0.305555556,2,7,34,4,1.3333,0
12,4,3,16,17,52,7,9,12,0.840909091,96,1,1,0.887755102,0.236111111,2,3,6.666666667,6,1.4167,0
8,2,0,9,39,10,1,9,7,0.714285714,180,1,1,0.915662651,0.267857143,1,1,21,8,1.75,0
22,3,2,29,46,189,24,11,22,0.942857143,179,0.8,4,0.903225806,0.181818182,2,14,6.681818182,1,0.9545,0
10,3,0,36,70,7,1,35,7,0.644444444,658,1,2,0.861538462,0.3,1,9,64.3,13,4,0
5,1,0,6,5,10,6,0,5,2,5,0,0,0,0.333333333,0,0,0,1,1,0
22,2,0,43,58,201,9,36,21,0.523809524,715,1,0,0.622641509,0.199300699,2,4,31.45454545,7,1.5455,1
9,5,2,28,26,22,3,26,9,0.75,158,1,1,0.925233645,0.259259259,3,4,16.22222222,2,1,0
3,4,0,1,4,1,0,1,2,0.5,614,0,0,0.976190476,1,0,0,203.3333333,1,0.3333,0
9,5,0,11,39,36,1,10,6,2,195,0,0,0.963800905,0.314814815,4,7,20.66666667,16,3,2
11,1,0,8,15,0,8,0,11,0.425,234,1,0,0,0.515151515,0,0,19.90909091,4,1.7273,0
8,2,0,4,14,0,1,3,8,0.628571429,212,1,1,0.588235294,0.416666667,1,5,24.875,12,2.375,0
1,1,0,1,2,0,1,0,1,2,16,0,0,0,1,0,0,12,0,0,0
10,3,0,33,54,0,0,33,10,0.185185185,600,1,2,0.8875,0.257142857,2,9,58.7,7,2.5,0
37,1,0,27,37,666,24,4,37,1.027777778,51,0,0,0,0.27027027,0,0,0,1,1,0
1,1,0,6,1,0,4,2,1,2,1,0,0,0,1,0,0,0,1,1,0
37,3,1,18,68,218,10,8,34,0.625,693,1,2,0.682692308,0.171171171,2,9,17.62162162,12,2.2432,4
36,1,0,3,69,428,2,1,28,0.834920635,967,1,3,0,0.215873016,0,0,25.11111111,2,0.8889,0
32,4,2,17,84,354,6,12,28,0.88172043,657,1,2,0.86695279,0.180555556,3,19,19.25,10,1.8438,0
8,2,0,17,29,0,17,0,8,0.285714286,119,0,0,0.666666667,0.34375,0,0,13.75,2,1,0
9,4,0,21,41,24,0,21,5,0.53125,311,1,1,0.923076923,0.253968254,3,13,33.11111111,6,2.4444,0
6,3,0,2,7,3,1,1,6,0.6,33,1,0,0.975124378,0.666666667,1,2,4.166666667,1,0.8333,0
17,5,1,19,41,0,8,13,16,0.4375,281,1,2,0.892857143,0.165775401,2,9,15.41176471,7,1.8824,0
22,3,0,28,72,121,10,22,21,0.852380952,485,1,4,0.740740741,0.140495868,2,7,20.59090909,8,2.0455,0
1,1,1,8,2,0,4,4,1,2,28,0,4,0,1,0,0,21,0,0,0
4,3,0,6,5,0,6,0,2,1.095238095,54,0,0,0.944444444,0.666666667,0,0,10.75,1,0.25,0
1,1,0,6,1,0,6,0,1,2,1,0,0,0,1,0,0,0,1,1,0
5,6,0,5,13,0,1,5,3,0.25,129,1,0,0.979020979,0.366666667,1,1,24.6,17,4,0
10,3,0,6,12,37,6,2,10,0.888888889,52,1,0,0.956097561,0.4,1,1,3.8,1,0.9,0
18,1,0,51,33,3,51,2,15,1.015345269,485,0.086956522,0,0,0.411764706,0,0,20.83333333,3,0.7222,0
7,2,0,3,35,1,1,2,6,0.5,199,1,1,0.85,0.265306122,1,6,27.14285714,6,1.7143,0
8,1,0,7,54,6,1,7,3,0.660714286,399,1,0,0,0.339285714,0,0,47.875,7,2.375,0
10,1,0,26,10,45,26,0,10,1.111111111,11,0,0,0,0.55,0,0,0,1,1,0
5,1,0,1,6,0,1,0,5,0.5,30,1,0,0,0.8,0,0,4.6,1,0.8,0
5,3,0,18,28,0,1,17,4,0.25,129,1,1,0.933333333,0.333333333,1,5,24.4,5,1.8,0
1,4,0,2,2,0,2,0,0,2,5,0,0,1,1,0,0,4,0,0,0
3,4,0,1,4,1,0,1,2,0.5,426,0,0,0.976190476,1,0,0,140.6666667,1,0.3333,0
6,2,0,3,26,3,1,2,6,0.733333333,462,0,0,0.772727273,0.458333333,1,1,75,2,1,0
9,3,0,58,46,0,33,25,8,0.583333333,508,1,2,0.91025641,0.3125,2,7,55.11111111,5,1.3333,0
3,4,0,1,4,1,0,1,2,0.5,614,0,0,0.976190476,1,0,0,203.3333333,1,0.3333,0
11,3,0,17,41,15,3,15,10,0.7,228,1,1,0.951456311,0.233766234,2,5,19.45454545,4,1.2727,0
2,1,0,2,3,0,2,0,2,0,29,0,0,0,0.875,0,0,12,0,0,0
7,1,0,29,17,0,26,3,7,0,155,1,0,0,0.464285714,0,0,21,4,1.8571,0
1,1,0,0,2,0,0,0,1,2,353,0,0,0,1,0,0,3,0,0,1
5,3,0,5,12,10,2,3,5,2,39,0,0,0.98,0.7,2,4,6.8,1,0.8,0
3,2,0,3,5,3,1,2,0,2,24,0,0,0.5,0.555555556,0,0,7,2,1.3333,0
1,3,0,1,2,0,0,1,1,2,4,0,0,1,1,0,0,3,0,0,0
5,2,0,5,12,0,3,2,5,0,82,0,1,0.966666667,0.4,0,0,15.2,1,0.2,0
8,3,0,1,21,28,1,0,7,1.142857143,430,0,0,0.857142857,0.225,0,0,17.375,2,0.875,3
7,2,0,11,24,5,1,11,6,0.583333333,131,1,2,0.9,0.238095238,1,5,17.42857143,6,1.8571,0
4,1,0,6,4,6,6,1,4,2,4,0,0,0,0.625,0,0,0,1,1,0
6,3,0,3,11,9,2,1,6,0.6,49,1,0,0.975124378,0.444444444,2,5,7,3,1.1667,0
3,4,0,8,11,0,0,8,3,0,51,1,1,0.979591837,0.444444444,3,13,15.66666667,2,1,0
2,5,0,4,4,1,3,1,2,2,11,0,0,1,0.833333333,0,0,4.5,0,0,0
43,2,0,12,139,575,1,11,41,0.863945578,1086,0.785714286,2,0.236363636,0.153100775,0,0,23.93023256,2,1.0465,0
3,3,0,7,7,3,2,5,3,2,25,0,0,0.953488372,0.555555556,1,1,7.333333333,1,0.6667,0
10,5,0,9,16,27,1,8,9,0.844444444,79,1,0,0.945205479,0.263888889,2,5,6.4,2,0.9,0
21,1,1,12,29,76,11,1,20,0.858333333,409,0.166666667,0,0,0.404761905,0,0,18.19047619,8,1.6667,1
18,1,0,44,38,151,43,1,17,0.941176471,258,0,0,0,0.235294118,0,0,13.27777778,5,1.5556,1
7,3,0,21,28,0,0,21,7,0,143,1,1,0.934210526,0.285714286,2,7,19.28571429,2,1.1429,0
3,3,0,10,12,3,1,9,3,2,50,0,0,0.95,0.5,1,6,15.66666667,1,0.6667,0
9,3,0,20,45,6,0,20,8,0.375,217,0,1,0.960784314,0.238095238,2,5,23,2,1,0
4,3,0,21,30,0,5,17,4,0.833333333,127,1,0,0.949152542,0.416666667,1,3,30.25,4,2,0
9,4,7,20,23,6,12,9,8,0.375,123,0,1,0.857142857,0.355555556,3,9,12.55555556,6,1.7778,0
10,3,1,26,17,1,24,3,9,0.703703704,99,0,2,0.91025641,0.333333333,2,22,8.6,3,1.3,1
16,5,0,23,52,46,4,22,13,0.6,561,1,2,0.899280576,0.2,2,13,33.9375,9,2.4375,1
11,1,0,15,45,0,1,15,9,0.633333333,360,1,2,0,0.222222222,0,0,31.18181818,11,2.4545,0
10,1,0,15,24,0,13,3,9,0.970760234,247,0.210526316,3,0,0.475,0,0,21.8,4,1.5,1
2,4,0,6,9,1,1,5,1,2,27,0,0,0.995260664,0.625,2,2,12.5,1,0.5,0
11,2,0,5,26,0,0,5,8,0.666666667,271,1,3,0.5,0.309090909,1,5,23.09090909,4,1.6364,0
3,4,0,1,5,1,0,1,2,0.5,79,1,0,0.975,0.75,2,3,25,3,1,0
3,4,0,1,4,1,0,1,2,0.5,575,0,0,0.976190476,1,0,0,190.3333333,1,0.3333,0
2,5,0,3,3,1,3,0,2,2,12,0,0,1,0.833333333,0,0,5,0,0,0
8,2,0,2,14,0,0,2,8,0.666666667,152,1,1,0.588235294,0.416666667,1,5,17.25,5,1.5,0
13,4,1,6,25,8,4,2,12,0.541666667,257,0.5,0,0.771428571,0.269230769,2,4,18.61538462,5,1.8462,0
10,1,0,5,33,0,1,4,8,0.472222222,182,1,2,0,0.4,0,0,16.8,2,0.9,0
6,3,0,7,23,9,1,7,6,0.833333333,134,1,1,0.934210526,0.361111111,2,12,20.33333333,1,0.8333,0
5,2,0,2,18,10,2,0,5,2,107,0,0,0.888888889,0.6,1,2,20.4,4,1.8,0
4,1,0,2,8,0,1,1,0,1.269230769,80,0,1,0,0.833333333,0,0,12.5,3,1.75,0
3,1,0,5,8,0,1,4,0,0.833333333,84,0,2,0,0.466666667,0,0,25,4,2,0
3,4,0,16,12,3,1,15,3,2,56,0,0,0.979591837,0.6,2,6,17.66666667,1,0.6667,0
7,3,4,9,16,0,4,6,6,0.166666667,119,1,1,0.97029703,0.428571429,0,0,15.85714286,2,1,0
9,5,4,14,23,6,6,9,8,0.375,124,0,1,0.875,0.355555556,4,15,12.66666667,6,1.7778,0
3,1,0,13,19,3,1,13,3,2,207,0,0,0,0.444444444,0,0,68,11,5.3333,0
22,1,0,19,74,121,3,18,9,0.680272109,943,0.857142857,4,0,0.180952381,0,0,41.54545455,19,3.0455,0
6,5,0,2,11,15,1,1,6,2,34,0,0,1,0.625,0,0,4.666666667,0,0,0
5,3,0,8,12,8,1,7,5,0.5,59,1,0,0.904761905,0.4,1,6,10.6,2,1,0
3,7,0,11,14,0,1,10,3,0,119,1,0,0.985185185,0.555555556,3,3,38.33333333,5,2.3333,0
7,1,1,5,10,13,3,2,2,0.861111111,99,0.75,2,0,0.571428571,0,0,11.42857143,1,0.8571,0
20,2,0,13,49,0,2,11,18,0.447368421,186,0,2,0.540540541,0.258333333,1,1,8.2,2,0.9,0
3,5,0,6,11,3,0,6,3,2,45,0,0,0.964912281,0.666666667,2,7,14,1,0.6667,0
25,3,0,7,57,232,2,5,18,0.901041667,807,1,1,0.676923077,0.217592593,2,6,30.96,18,2.24,1
11,2,0,2,20,0,0,2,11,0.566666667,120,1,1,0.5,0.340909091,1,5,9.636363636,5,1.3636,0
11,4,1,17,43,39,11,10,9,0.8,333,1,0,0.964285714,0.309090909,1,2,28.90909091,4,1.5455,0
11,1,0,6,43,23,4,2,8,0.925,419,0.375,1,0,0.3,0,0,36.36363636,10,3.1818,1
3,3,0,6,7,3,1,5,3,2,42,0,0,0.953488372,0.833333333,1,6,13,1,0.6667,0
5,3,0,6,17,10,0,6,5,2,69,0,0,0.98,0.466666667,2,5,12.8,1,0.8,0
81,2,1,171,136,2426,155,22,78,0.936206897,1294,0.793103448,11,0.195876289,0.069318182,0,0,14.61728395,5,1.2716,3
6,1,0,3,16,0,1,2,5,0.3,69,0,0,0,0.6,0,0,10.16666667,3,1.3333,0
1,1,0,2,1,0,2,0,1,2,1,0,0,0,1,0,0,0,1,1,0
6,2,0,27,47,3,5,25,2,0.7875,2654,0.03125,0,0.848484848,0.444444444,1,2,436,36,6.6667,2
3,4,0,1,5,1,0,1,2,0.5,349,1,0,0.975,0.75,2,3,115,6,2,0
10,6,0,35,46,1,2,33,10,0.518518519,302,1,2,0.925233645,0.242857143,3,4,28.9,8,1.6,0
3,4,0,8,16,3,1,8,3,2,176,0,0,0.975903614,0.583333333,2,12,57.66666667,1,0.6667,0
6,3,0,88,14,0,87,2,6,0.1,97,0,2,0.894736842,0.4,1,1,14.83333333,3,0.6667,0
3,5,0,11,11,3,0,11,3,2,37,0,0,0.99,0.533333333,3,5,11.33333333,1,0.3333,0
5,1,0,7,14,4,1,6,3,0.75,127,1,2,0,0.416666667,0,0,22.8,1,0.6,0
19,3,1,21,43,87,6,15,18,0.6,336,0.2,3,0.816091954,0.184210526,2,24,16.42105263,9,1.6842,1
3,3,3,40,31,3,30,33,3,2,242,0,0,0.978723404,0.523809524,0,0,79.66666667,2,1.3333,0
2,4,0,13,13,1,0,13,2,2,44,0,0,0.989690722,0.6,2,4,21,2,1,0
16,1,0,4,38,58,3,1,16,0.741666667,261,1,1,0,0.453125,0,0,14.8125,3,1.3125,0
43,1,0,13,91,783,4,9,1,0.962585034,1954,0.166666667,2,0,0.328042328,0,0,43.46511628,19,1.5349,1
8,3,0,19,18,4,6,13,5,0.571428571,75,1,0,0.922077922,0.325,2,8,8.125,1,0.75,0
10,3,0,21,32,0,4,18,7,0.583333333,262,1,0,0.875,0.266666667,2,6,24.8,10,2.1,0
13,1,0,6,16,0,6,0,12,0.361111111,160,1,0,0,0.41025641,0,0,11.07692308,2,1.2308,0
3,1,0,1,9,0,1,1,2,0,67,1,1,0,0.5,0,0,20,3,1.6667,0
2,5,0,5,9,1,0,5,2,2,43,0,0,0.982142857,0.75,2,7,20.5,1,0.5,0
2,5,0,9,14,1,1,8,1,2,50,0,0,0.995283019,0.625,2,2,24,1,0.5,0
53,1,0,24,140,1026,19,9,47,0.89516129,1204,0.870967742,3,0,0.106918239,0,0,21.13207547,17,1.6792,0
21,1,0,4,41,0,3,2,21,0.59,357,1,0,0,0.261904762,0,0,15.76190476,4,1.619,0
5,2,0,3,13,4,2,3,5,1,61,1,3,0.904761905,0.5,1,1,10,1,0.4,0
25,1,0,3,70,254,3,0,20,0.902777778,559,1,0,0,0.152727273,0,0,21.12,3,1.08,0
2,4,0,18,13,1,0,18,2,2,61,0,0,0.989690722,0.6,2,4,29.5,1,0.5,0
1,1,0,0,2,0,0,0,1,2,16,0,1,0,1,0,0,12,0,0,0
2,3,0,4,4,1,1,3,2,2,13,0,0,0.976190476,0.75,1,1,5.5,1,0.5,0
120,1,0,10,148,5942,5,5,118,0.798319328,1019,0,1,0,0.185807656,0,0,7.466666667,4,1.1833,0
54,2,0,70,185,1235,27,55,43,0.948113208,1914,0.916666667,6,0.504672897,0.10130719,2,7,34,9,2.1296,2
3,3,0,7,7,3,2,5,3,2,25,0,0,0.953488372,0.555555556,1,1,7.333333333,1,0.6667,0
4,3,0,22,23,0,0,22,3,0.333333333,115,1,0,0.949152542,0.4,2,5,27.5,2,1.25,0
15,5,0,8,43,83,0,8,13,0.821428571,210,1,0,0.729166667,0.16,2,6,12.86666667,3,1.1333,0
1,1,0,0,2,0,0,0,1,2,10,0,0,0,1,0,0,3,0,0,0
36,1,0,9,100,0,2,8,33,0.817582418,914,0.923076923,2,0,0.176623377,0,0,24.02777778,7,1.1944,0
7,1,1,25,49,5,6,19,7,0.733333333,321,1,4,0,0.392857143,0,0,44.14285714,1,0.8571,0
13,1,5,42,14,78,40,13,13,2,40,0,0,0,0.203296703,0,0,2.076923077,1,0.9231,0
15,1,0,7,34,15,4,6,8,0.619047619,331,1,1,0,0.19047619,0,0,20.46666667,1,0.8667,1
6,3,0,42,56,0,1,41,5,0.55,531,1,4,0.923076923,0.361111111,2,4,86.83333333,4,1.6667,1
36,1,0,25,96,516,10,16,35,0.929142857,831,0.52,9,0,0.142592593,0,0,21.38888889,12,2.0556,0
2,5,0,4,10,1,0,4,2,2,28,0,0,0.982142857,0.75,2,7,13,1,0.5,0
5,1,12,28,6,10,28,0,5,2,19,0,0,0,0.9,0,0,2.8,1,0.8,0
3,7,0,5,6,3,1,4,1,2,31,0,0,0.985185185,0.555555556,3,5,9.333333333,2,1,0
5,3,0,26,32,0,1,25,4,0.25,253,1,1,0.933333333,0.333333333,1,3,49.4,5,1.8,0
6,3,0,21,40,0,2,21,5,0.8,706,1,0,0.923076923,0.333333333,3,7,114.3333333,28,7.3333,1
1,1,0,1,2,0,1,0,1,2,12,0,0,0,1,0,0,9,0,0,0
11,5,0,16,23,37,3,13,10,0.916666667,141,1,0,0.93877551,0.225,2,5,10.72727273,2,0.9091,0
4,5,0,6,9,6,1,5,3,2,64,0,0,0.9765625,0.4375,1,6,15,4,1.5,0
